image,gaze_x,gaze_y,gaze_h_original,gaze_v_original,head_pose
0004_0004_2m_-15P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,-15
0004_0004_2m_-15P_10V_0H.jpg,0.0,0.5,0,10,-15
0004_0004_2m_-15P_10V_10H.jpg,0.6666666666666666,0.5,10,10,-15
0004_0004_2m_-15P_10V_15H.jpg,1.0,0.5,15,10,-15
0004_0004_2m_-15P_10V_5H.jpg,0.3333333333333333,0.5,5,10,-15
0004_0004_2m_-30P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,-30
0004_0004_2m_-30P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,-30
0004_0004_2m_-30P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,-30
0004_0004_2m_-30P_-10V_0H.jpg,0.0,-0.5,0,-10,-30
0004_0004_2m_-30P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,-30
0004_0004_2m_-30P_-10V_15H.jpg,1.0,-0.5,15,-10,-30
0004_0004_2m_-30P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,-30
0004_0004_2m_-30P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,-30
0004_0004_2m_-30P_0V_-15H.jpg,-1.0,0.0,-15,0,-30
0004_0004_2m_-30P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,-30
0004_0004_2m_-30P_0V_0H.jpg,0.0,0.0,0,0,-30
0004_0004_2m_-30P_0V_10H.jpg,0.6666666666666666,0.0,10,0,-30
0004_0004_2m_-30P_0V_15H.jpg,1.0,0.0,15,0,-30
0004_0004_2m_-30P_0V_5H.jpg,0.3333333333333333,0.0,5,0,-30
0004_0004_2m_-30P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,-30
0004_0004_2m_-30P_10V_-15H.jpg,-1.0,0.5,-15,10,-30
0004_0004_2m_-30P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,-30
0004_0004_2m_-30P_10V_0H.jpg,0.0,0.5,0,10,-30
0004_0004_2m_-30P_10V_10H.jpg,0.6666666666666666,0.5,10,10,-30
0004_0004_2m_-30P_10V_15H.jpg,1.0,0.5,15,10,-30
0004_0004_2m_-30P_10V_5H.jpg,0.3333333333333333,0.5,5,10,-30
0004_0004_2m_0P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,0
0004_0004_2m_0P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,0
0004_0004_2m_0P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,0
0004_0004_2m_0P_-10V_0H.jpg,0.0,-0.5,0,-10,0
0004_0004_2m_0P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,0
0004_0004_2m_0P_-10V_15H.jpg,1.0,-0.5,15,-10,0
0004_0004_2m_0P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,0
0004_0004_2m_0P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,0
0004_0004_2m_0P_0V_-15H.jpg,-1.0,0.0,-15,0,0
0004_0004_2m_0P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,0
0004_0004_2m_0P_0V_0H.jpg,0.0,0.0,0,0,0
0004_0004_2m_0P_0V_10H.jpg,0.6666666666666666,0.0,10,0,0
0004_0004_2m_0P_0V_15H.jpg,1.0,0.0,15,0,0
0004_0004_2m_0P_0V_5H.jpg,0.3333333333333333,0.0,5,0,0
0004_0004_2m_0P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,0
0004_0004_2m_0P_10V_-15H.jpg,-1.0,0.5,-15,10,0
0004_0004_2m_0P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,0
0004_0004_2m_0P_10V_0H.jpg,0.0,0.5,0,10,0
0004_0004_2m_0P_10V_10H.jpg,0.6666666666666666,0.5,10,10,0
0004_0004_2m_0P_10V_15H.jpg,1.0,0.5,15,10,0
0004_0004_2m_0P_10V_5H.jpg,0.3333333333333333,0.5,5,10,0
0004_0004_2m_15P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,15
0004_0004_2m_15P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,15
0004_0004_2m_15P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,15
0004_0004_2m_15P_-10V_0H.jpg,0.0,-0.5,0,-10,15
0004_0004_2m_15P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,15
0004_0004_2m_15P_-10V_15H.jpg,1.0,-0.5,15,-10,15
0004_0004_2m_15P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,15
0004_0004_2m_15P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,15
0004_0004_2m_15P_0V_-15H.jpg,-1.0,0.0,-15,0,15
0004_0004_2m_15P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,15
0004_0004_2m_15P_0V_0H.jpg,0.0,0.0,0,0,15
0004_0004_2m_15P_0V_10H.jpg,0.6666666666666666,0.0,10,0,15
0004_0004_2m_15P_0V_15H.jpg,1.0,0.0,15,0,15
0004_0004_2m_15P_0V_5H.jpg,0.3333333333333333,0.0,5,0,15
0004_0004_2m_15P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,15
0004_0004_2m_15P_10V_-15H.jpg,-1.0,0.5,-15,10,15
0004_0004_2m_15P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,15
0004_0004_2m_15P_10V_0H.jpg,0.0,0.5,0,10,15
0004_0004_2m_15P_10V_10H.jpg,0.6666666666666666,0.5,10,10,15
0004_0004_2m_15P_10V_15H.jpg,1.0,0.5,15,10,15
0004_0004_2m_15P_10V_5H.jpg,0.3333333333333333,0.5,5,10,15
0004_0004_2m_30P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,30
0004_0004_2m_30P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,30
0004_0004_2m_30P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,30
0004_0004_2m_30P_-10V_0H.jpg,0.0,-0.5,0,-10,30
0004_0004_2m_30P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,30
0004_0004_2m_30P_-10V_15H.jpg,1.0,-0.5,15,-10,30
0004_0004_2m_30P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,30
0004_0004_2m_30P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,30
0004_0004_2m_30P_0V_-15H.jpg,-1.0,0.0,-15,0,30
0004_0004_2m_30P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,30
0004_0004_2m_30P_0V_0H.jpg,0.0,0.0,0,0,30
0004_0004_2m_30P_0V_10H.jpg,0.6666666666666666,0.0,10,0,30
0004_0004_2m_30P_0V_15H.jpg,1.0,0.0,15,0,30
0004_0004_2m_30P_0V_5H.jpg,0.3333333333333333,0.0,5,0,30
0004_0004_2m_30P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,30
0004_0004_2m_30P_10V_-15H.jpg,-1.0,0.5,-15,10,30
0004_0004_2m_30P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,30
0004_0004_2m_30P_10V_0H.jpg,0.0,0.5,0,10,30
0004_0004_2m_30P_10V_10H.jpg,0.6666666666666666,0.5,10,10,30
0004_0004_2m_30P_10V_15H.jpg,1.0,0.5,15,10,30
0004_0004_2m_30P_10V_5H.jpg,0.3333333333333333,0.5,5,10,30
0005_0005_2m_-15P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,-15
0005_0005_2m_-15P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,-15
0005_0005_2m_-15P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,-15
0005_0005_2m_-15P_-10V_0H.jpg,0.0,-0.5,0,-10,-15
0005_0005_2m_-15P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,-15
0005_0005_2m_-15P_-10V_15H.jpg,1.0,-0.5,15,-10,-15
0005_0005_2m_-15P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,-15
0005_0005_2m_-15P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,-15
0005_0005_2m_-15P_0V_-15H.jpg,-1.0,0.0,-15,0,-15
0005_0005_2m_-15P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,-15
0005_0005_2m_-15P_0V_0H.jpg,0.0,0.0,0,0,-15
0005_0005_2m_-15P_0V_10H.jpg,0.6666666666666666,0.0,10,0,-15
0005_0005_2m_-15P_0V_15H.jpg,1.0,0.0,15,0,-15
0005_0005_2m_-15P_0V_5H.jpg,0.3333333333333333,0.0,5,0,-15
0005_0005_2m_-15P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,-15
0005_0005_2m_-15P_10V_-15H.jpg,-1.0,0.5,-15,10,-15
0005_0005_2m_-15P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,-15
0005_0005_2m_-15P_10V_0H.jpg,0.0,0.5,0,10,-15
0005_0005_2m_-15P_10V_10H.jpg,0.6666666666666666,0.5,10,10,-15
0005_0005_2m_-15P_10V_15H.jpg,1.0,0.5,15,10,-15
0005_0005_2m_-15P_10V_5H.jpg,0.3333333333333333,0.5,5,10,-15
0005_0005_2m_-30P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,-30
0005_0005_2m_-30P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,-30
0005_0005_2m_-30P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,-30
0005_0005_2m_-30P_-10V_0H.jpg,0.0,-0.5,0,-10,-30
0005_0005_2m_-30P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,-30
0005_0005_2m_-30P_-10V_15H.jpg,1.0,-0.5,15,-10,-30
0005_0005_2m_-30P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,-30
0005_0005_2m_-30P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,-30
0005_0005_2m_-30P_0V_-15H.jpg,-1.0,0.0,-15,0,-30
0005_0005_2m_-30P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,-30
0005_0005_2m_-30P_0V_0H.jpg,0.0,0.0,0,0,-30
0005_0005_2m_-30P_0V_10H.jpg,0.6666666666666666,0.0,10,0,-30
0005_0005_2m_-30P_0V_15H.jpg,1.0,0.0,15,0,-30
0005_0005_2m_-30P_0V_5H.jpg,0.3333333333333333,0.0,5,0,-30
0005_0005_2m_-30P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,-30
0005_0005_2m_-30P_10V_-15H.jpg,-1.0,0.5,-15,10,-30
0005_0005_2m_-30P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,-30
0005_0005_2m_-30P_10V_0H.jpg,0.0,0.5,0,10,-30
0005_0005_2m_-30P_10V_10H.jpg,0.6666666666666666,0.5,10,10,-30
0005_0005_2m_-30P_10V_15H.jpg,1.0,0.5,15,10,-30
0005_0005_2m_-30P_10V_5H.jpg,0.3333333333333333,0.5,5,10,-30
0005_0005_2m_0P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,0
0005_0005_2m_0P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,0
0005_0005_2m_0P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,0
0005_0005_2m_0P_-10V_0H.jpg,0.0,-0.5,0,-10,0
0005_0005_2m_0P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,0
0005_0005_2m_0P_-10V_15H.jpg,1.0,-0.5,15,-10,0
0005_0005_2m_0P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,0
0005_0005_2m_0P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,0
0005_0005_2m_0P_0V_-15H.jpg,-1.0,0.0,-15,0,0
0005_0005_2m_0P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,0
0005_0005_2m_0P_0V_0H.jpg,0.0,0.0,0,0,0
0005_0005_2m_0P_0V_10H.jpg,0.6666666666666666,0.0,10,0,0
0005_0005_2m_0P_0V_15H.jpg,1.0,0.0,15,0,0
0005_0005_2m_0P_0V_5H.jpg,0.3333333333333333,0.0,5,0,0
0005_0005_2m_0P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,0
0005_0005_2m_0P_10V_-15H.jpg,-1.0,0.5,-15,10,0
0005_0005_2m_0P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,0
0005_0005_2m_0P_10V_0H.jpg,0.0,0.5,0,10,0
0005_0005_2m_0P_10V_10H.jpg,0.6666666666666666,0.5,10,10,0
0005_0005_2m_0P_10V_15H.jpg,1.0,0.5,15,10,0
0005_0005_2m_0P_10V_5H.jpg,0.3333333333333333,0.5,5,10,0
0005_0005_2m_15P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,15
0005_0005_2m_15P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,15
0005_0005_2m_15P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,15
0005_0005_2m_15P_-10V_0H.jpg,0.0,-0.5,0,-10,15
0005_0005_2m_15P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,15
0005_0005_2m_15P_-10V_15H.jpg,1.0,-0.5,15,-10,15
0005_0005_2m_15P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,15
0005_0005_2m_15P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,15
0005_0005_2m_15P_0V_-15H.jpg,-1.0,0.0,-15,0,15
0005_0005_2m_15P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,15
0005_0005_2m_15P_0V_0H.jpg,0.0,0.0,0,0,15
0005_0005_2m_15P_0V_10H.jpg,0.6666666666666666,0.0,10,0,15
0005_0005_2m_15P_0V_15H.jpg,1.0,0.0,15,0,15
0005_0005_2m_15P_0V_5H.jpg,0.3333333333333333,0.0,5,0,15
0005_0005_2m_15P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,15
0005_0005_2m_15P_10V_-15H.jpg,-1.0,0.5,-15,10,15
0005_0005_2m_15P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,15
0005_0005_2m_15P_10V_0H.jpg,0.0,0.5,0,10,15
0005_0005_2m_15P_10V_10H.jpg,0.6666666666666666,0.5,10,10,15
0005_0005_2m_15P_10V_15H.jpg,1.0,0.5,15,10,15
0005_0005_2m_15P_10V_5H.jpg,0.3333333333333333,0.5,5,10,15
0005_0005_2m_30P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,30
0005_0005_2m_30P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,30
0005_0005_2m_30P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,30
0005_0005_2m_30P_-10V_0H.jpg,0.0,-0.5,0,-10,30
0005_0005_2m_30P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,30
0005_0005_2m_30P_-10V_15H.jpg,1.0,-0.5,15,-10,30
0005_0005_2m_30P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,30
0005_0005_2m_30P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,30
0005_0005_2m_30P_0V_-15H.jpg,-1.0,0.0,-15,0,30
0005_0005_2m_30P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,30
0005_0005_2m_30P_0V_0H.jpg,0.0,0.0,0,0,30
0005_0005_2m_30P_0V_10H.jpg,0.6666666666666666,0.0,10,0,30
0005_0005_2m_30P_0V_15H.jpg,1.0,0.0,15,0,30
0005_0005_2m_30P_0V_5H.jpg,0.3333333333333333,0.0,5,0,30
0005_0005_2m_30P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,30
0005_0005_2m_30P_10V_-15H.jpg,-1.0,0.5,-15,10,30
0005_0005_2m_30P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,30
0005_0005_2m_30P_10V_0H.jpg,0.0,0.5,0,10,30
0005_0005_2m_30P_10V_10H.jpg,0.6666666666666666,0.5,10,10,30
0005_0005_2m_30P_10V_15H.jpg,1.0,0.5,15,10,30
0005_0005_2m_30P_10V_5H.jpg,0.3333333333333333,0.5,5,10,30
0006_0006_2m_-15P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,-15
0006_0006_2m_-15P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,-15
0006_0006_2m_-15P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,-15
0006_0006_2m_-15P_-10V_0H.jpg,0.0,-0.5,0,-10,-15
0006_0006_2m_-15P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,-15
0006_0006_2m_-15P_-10V_15H.jpg,1.0,-0.5,15,-10,-15
0006_0006_2m_-15P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,-15
0006_0006_2m_-15P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,-15
0006_0006_2m_-15P_0V_-15H.jpg,-1.0,0.0,-15,0,-15
0006_0006_2m_-15P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,-15
0006_0006_2m_-15P_0V_0H.jpg,0.0,0.0,0,0,-15
0006_0006_2m_-15P_0V_10H.jpg,0.6666666666666666,0.0,10,0,-15
0006_0006_2m_-15P_0V_15H.jpg,1.0,0.0,15,0,-15
0006_0006_2m_-15P_0V_5H.jpg,0.3333333333333333,0.0,5,0,-15
0006_0006_2m_-15P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,-15
0006_0006_2m_-15P_10V_-15H.jpg,-1.0,0.5,-15,10,-15
0006_0006_2m_-15P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,-15
0006_0006_2m_-15P_10V_0H.jpg,0.0,0.5,0,10,-15
0006_0006_2m_-15P_10V_10H.jpg,0.6666666666666666,0.5,10,10,-15
0006_0006_2m_-15P_10V_15H.jpg,1.0,0.5,15,10,-15
0006_0006_2m_-15P_10V_5H.jpg,0.3333333333333333,0.5,5,10,-15
0006_0006_2m_-30P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,-30
0006_0006_2m_-30P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,-30
0006_0006_2m_-30P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,-30
0006_0006_2m_-30P_-10V_0H.jpg,0.0,-0.5,0,-10,-30
0006_0006_2m_-30P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,-30
0006_0006_2m_-30P_-10V_15H.jpg,1.0,-0.5,15,-10,-30
0006_0006_2m_-30P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,-30
0006_0006_2m_-30P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,-30
0006_0006_2m_-30P_0V_-15H.jpg,-1.0,0.0,-15,0,-30
0006_0006_2m_-30P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,-30
0006_0006_2m_-30P_0V_0H.jpg,0.0,0.0,0,0,-30
0006_0006_2m_-30P_0V_10H.jpg,0.6666666666666666,0.0,10,0,-30
0006_0006_2m_-30P_0V_15H.jpg,1.0,0.0,15,0,-30
0006_0006_2m_-30P_0V_5H.jpg,0.3333333333333333,0.0,5,0,-30
0006_0006_2m_-30P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,-30
0006_0006_2m_-30P_10V_-15H.jpg,-1.0,0.5,-15,10,-30
0006_0006_2m_-30P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,-30
0006_0006_2m_-30P_10V_0H.jpg,0.0,0.5,0,10,-30
0006_0006_2m_-30P_10V_10H.jpg,0.6666666666666666,0.5,10,10,-30
0006_0006_2m_-30P_10V_15H.jpg,1.0,0.5,15,10,-30
0006_0006_2m_-30P_10V_5H.jpg,0.3333333333333333,0.5,5,10,-30
0006_0006_2m_0P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,0
0006_0006_2m_0P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,0
0006_0006_2m_0P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,0
0006_0006_2m_0P_-10V_0H.jpg,0.0,-0.5,0,-10,0
0006_0006_2m_0P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,0
0006_0006_2m_0P_-10V_15H.jpg,1.0,-0.5,15,-10,0
0006_0006_2m_0P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,0
0006_0006_2m_0P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,0
0006_0006_2m_0P_0V_-15H.jpg,-1.0,0.0,-15,0,0
0006_0006_2m_0P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,0
0006_0006_2m_0P_0V_0H.jpg,0.0,0.0,0,0,0
0006_0006_2m_0P_0V_10H.jpg,0.6666666666666666,0.0,10,0,0
0006_0006_2m_0P_0V_15H.jpg,1.0,0.0,15,0,0
0006_0006_2m_0P_0V_5H.jpg,0.3333333333333333,0.0,5,0,0
0006_0006_2m_0P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,0
0006_0006_2m_0P_10V_-15H.jpg,-1.0,0.5,-15,10,0
0006_0006_2m_0P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,0
0006_0006_2m_0P_10V_0H.jpg,0.0,0.5,0,10,0
0006_0006_2m_0P_10V_10H.jpg,0.6666666666666666,0.5,10,10,0
0006_0006_2m_0P_10V_15H.jpg,1.0,0.5,15,10,0
0006_0006_2m_0P_10V_5H.jpg,0.3333333333333333,0.5,5,10,0
0006_0006_2m_15P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,15
0006_0006_2m_15P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,15
0006_0006_2m_15P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,15
0006_0006_2m_15P_-10V_0H.jpg,0.0,-0.5,0,-10,15
0006_0006_2m_15P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,15
0006_0006_2m_15P_-10V_15H.jpg,1.0,-0.5,15,-10,15
0006_0006_2m_15P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,15
0006_0006_2m_15P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,15
0006_0006_2m_15P_0V_-15H.jpg,-1.0,0.0,-15,0,15
0006_0006_2m_15P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,15
0006_0006_2m_15P_0V_0H.jpg,0.0,0.0,0,0,15
0006_0006_2m_15P_0V_10H.jpg,0.6666666666666666,0.0,10,0,15
0006_0006_2m_15P_0V_15H.jpg,1.0,0.0,15,0,15
0006_0006_2m_15P_0V_5H.jpg,0.3333333333333333,0.0,5,0,15
0006_0006_2m_15P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,15
0006_0006_2m_15P_10V_-15H.jpg,-1.0,0.5,-15,10,15
0006_0006_2m_15P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,15
0006_0006_2m_15P_10V_0H.jpg,0.0,0.5,0,10,15
0006_0006_2m_15P_10V_10H.jpg,0.6666666666666666,0.5,10,10,15
0006_0006_2m_15P_10V_15H.jpg,1.0,0.5,15,10,15
0006_0006_2m_15P_10V_5H.jpg,0.3333333333333333,0.5,5,10,15
0006_0006_2m_30P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,30
0006_0006_2m_30P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,30
0006_0006_2m_30P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,30
0006_0006_2m_30P_-10V_0H.jpg,0.0,-0.5,0,-10,30
0006_0006_2m_30P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,30
0006_0006_2m_30P_-10V_15H.jpg,1.0,-0.5,15,-10,30
0006_0006_2m_30P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,30
0006_0006_2m_30P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,30
0006_0006_2m_30P_0V_-15H.jpg,-1.0,0.0,-15,0,30
0006_0006_2m_30P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,30
0006_0006_2m_30P_0V_0H.jpg,0.0,0.0,0,0,30
0006_0006_2m_30P_0V_10H.jpg,0.6666666666666666,0.0,10,0,30
0006_0006_2m_30P_0V_15H.jpg,1.0,0.0,15,0,30
0006_0006_2m_30P_0V_5H.jpg,0.3333333333333333,0.0,5,0,30
0006_0006_2m_30P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,30
0006_0006_2m_30P_10V_-15H.jpg,-1.0,0.5,-15,10,30
0006_0006_2m_30P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,30
0006_0006_2m_30P_10V_0H.jpg,0.0,0.5,0,10,30
0006_0006_2m_30P_10V_10H.jpg,0.6666666666666666,0.5,10,10,30
0006_0006_2m_30P_10V_15H.jpg,1.0,0.5,15,10,30
0006_0006_2m_30P_10V_5H.jpg,0.3333333333333333,0.5,5,10,30
0007_0007_2m_-15P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,-15
0007_0007_2m_-15P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,-15
0007_0007_2m_-15P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,-15
0007_0007_2m_-15P_-10V_0H.jpg,0.0,-0.5,0,-10,-15
0007_0007_2m_-15P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,-15
0007_0007_2m_-15P_-10V_15H.jpg,1.0,-0.5,15,-10,-15
0007_0007_2m_-15P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,-15
0007_0007_2m_-15P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,-15
0007_0007_2m_-15P_0V_-15H.jpg,-1.0,0.0,-15,0,-15
0007_0007_2m_-15P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,-15
0007_0007_2m_-15P_0V_0H.jpg,0.0,0.0,0,0,-15
0007_0007_2m_-15P_0V_10H.jpg,0.6666666666666666,0.0,10,0,-15
0007_0007_2m_-15P_0V_15H.jpg,1.0,0.0,15,0,-15
0007_0007_2m_-15P_0V_5H.jpg,0.3333333333333333,0.0,5,0,-15
0007_0007_2m_-15P_10V_-10H.jpg,-0.6666666666666666,0.5,-10,10,-15
0007_0007_2m_-15P_10V_-15H.jpg,-1.0,0.5,-15,10,-15
0007_0007_2m_-15P_10V_-5H.jpg,-0.3333333333333333,0.5,-5,10,-15
0007_0007_2m_-15P_10V_0H.jpg,0.0,0.5,0,10,-15
0007_0007_2m_-15P_10V_10H.jpg,0.6666666666666666,0.5,10,10,-15
0007_0007_2m_-15P_10V_15H.jpg,1.0,0.5,15,10,-15
0007_0007_2m_-15P_10V_5H.jpg,0.3333333333333333,0.5,5,10,-15
0007_0007_2m_-30P_-10V_-10H.jpg,-0.6666666666666666,-0.5,-10,-10,-30
0007_0007_2m_-30P_-10V_-15H.jpg,-1.0,-0.5,-15,-10,-30
0007_0007_2m_-30P_-10V_-5H.jpg,-0.3333333333333333,-0.5,-5,-10,-30
0007_0007_2m_-30P_-10V_0H.jpg,0.0,-0.5,0,-10,-30
0007_0007_2m_-30P_-10V_10H.jpg,0.6666666666666666,-0.5,10,-10,-30
0007_0007_2m_-30P_-10V_15H.jpg,1.0,-0.5,15,-10,-30
0007_0007_2m_-30P_-10V_5H.jpg,0.3333333333333333,-0.5,5,-10,-30
0007_0007_2m_-30P_0V_-10H.jpg,-0.6666666666666666,0.0,-10,0,-30
0007_0007_2m_-30P_0V_-15H.jpg,-1.0,0.0,-15,0,-30
0007_0007_2m_-30P_0V_-5H.jpg,-0.3333333333333333,0.0,-5,0,-30
0007_0007_2m_-30P_0V_0H.jpg,0.0,0.0,0,0,-30
0007_0007_2m_-30P_0V_10H.jpg,0.6666666666666666,0.0,10,0,-30
